z,x
1.885263157894737,-0.35944333996023864
1.8863523764359322,-0.35836141976874114
1.887441594977128,-0.35727949957724364
1.8885308135183232,-0.35619757938574614
1.889620032059519,-0.3551156591942486
1.8907092506007142,-0.35403373900275115
1.8917984691419099,-0.3529518188112536
1.8928876605786775,-0.35186989861975615
1.8939768791198728,-0.3507879784282586
1.8950660976610685,-0.34970611208238855
1.8961553162022642,-0.348624191890891
1.8972445347434594,-0.34754227169939356
1.8983337532846551,-0.346460351507896
1.8994229447214228,-0.34537843131639856
1.900512163262618,-0.344296511124901
1.9016013818038138,-0.34321459093340356
1.902690600345009,-0.342132670741906
1.9037798188862047,-0.34105075055040857
1.9048690374274,-0.339968830358911
1.9059582559685957,-0.33888691016741357
1.9070474745097914,-0.337804989975916
1.908136665946559,-0.33672306978441857
1.9092258844877543,-0.335641149592921
1.91031510302895,-0.3345592294014236
1.9114043215701453,-0.333477309209926
1.912493540111341,-0.3323953890184286
1.9135827586525362,-0.3313135226725584
1.914671977193732,-0.330231602481061
1.9157611957349276,-0.32914968228956343
1.916850414276123,-0.328067762098066
1.9179396057128906,-0.3269858419065685
1.9190288242540863,-0.325903921715071
1.9201180427952815,-0.32482200152357343
1.9213803231088735,-0.32415506958250506
1.92292069485313,-0.32415506958250506
1.9244610937018143,-0.32415506958250506
1.9260014654460704,-0.32415506958250506
1.9275418371903266,-0.32415506958250506
1.9290822360390107,-0.32415506958250506
1.9306226077832673,-0.32415506958250506
1.9321630066319515,-0.32415506958250506
1.9337033783762076,-0.32415506958250506
1.9352437772248918,-0.32415506958250506
1.9367841489691484,-0.32415506958250506
1.938324520713404,-0.32415506958250506
1.9398649195620887,-0.32415506958250506
1.9414052913063449,-0.32415506958250506
1.942945690155029,-0.32415506958250506
1.9444860618992856,-0.32415506958250506
1.9460264336435418,-0.32415506958250506
1.947566832492226,-0.32415506958250506
1.949107204236482,-0.32415506958250506
1.9506476030851663,-0.32415506958250506
1.9521879748294229,-0.32415506958250506
1.9537283736781066,-0.32415506958250506
1.9552687454223632,-0.32415506958250506
1.9568091171666193,-0.32415506958250506
1.958349516015304,-0.32415506958250506
1.9598898877595596,-0.32415506958250506
1.9614302866082443,-0.32415506958250506
1.9629706583525004,-0.32415506958250506
1.9645110300967565,-0.32415506958250506
1.9660514289454412,-0.32415506958250506
1.9675918006896973,-0.32415506958250506
1.9691321995383815,-0.32415506958250506
1.9706725712826376,-0.32415506958250506
1.9722129701313218,-0.32415506958250506
1.973753341875578,-0.32415506958250506
1.9752937136198345,-0.32415506958250506
1.9768341124685187,-0.32415506958250506
1.9783744842127748,-0.32415506958250506
1.979914883061459,-0.32415506958250506
1.9814552548057152,-0.32415506958250506
1.9829956265499717,-0.32415506958250506
1.984536025398656,-0.32415506958250506
1.986076397142912,-0.32415506958250506
1.9876167959915962,-0.32415506958250506
1.9891571677358528,-0.32415506958250506
1.990697566584537,-0.32415506958250506
1.9922379383287931,-0.32415506958250506
1.9937783100730493,-0.32415506958250506
1.9953187089217335,-0.32415506958250506
1.99685908066599,-0.32415506958250506
1.9983994795146738,-0.32415506958250506
1.9999398512589304,-0.32415506958250506
2.0014802230031865,-0.32415506958250506
2.0030206218518707,-0.32415506958250506
2.004560993596127,-0.32415506958250506
2.006101392444811,-0.32415506958250506
2.0076417641890676,-0.32415506958250506
2.0091821630377518,-0.32415506958250506
2.010722534782008,-0.32415506958250506
2.012262906526264,-0.32415506958250506
2.0138033053749487,-0.32415506958250506
2.015343677119205,-0.32415506958250506
2.016884075967889,-0.32415506958250506
2.018424447712145,-0.32415506958250506
2.0199648194564017,-0.32415506958250506
2.021505218305086,-0.32415506958250506
2.023045590049342,-0.32415506958250506
2.024585988898026,-0.32415506958250506
2.0261263606422824,-0.32415506958250506
2.0276667594909665,-0.32415506958250506
2.0292071312352227,-0.32415506958250506
2.0307475029794793,-0.32415506958250506
2.0322879018281634,-0.32415506958250506
2.0338282735724196,-0.32415506958250506
2.035368672421104,-0.32415506958250506
2.03690904416536,-0.32415506958250506
2.0384494159096165,-0.32415506958250506
2.0399898147583007,-0.32415506958250506
2.0415301865025572,-0.32415506958250506
2.043070585351241,-0.32415506958250506
2.0446109570954976,-0.32415506958250506
2.0461513559441817,-0.32415506958250506
2.047691727688438,-0.32415506958250506
2.049232099432694,-0.32415506958250506
2.050772498281378,-0.32415506958250506
2.052312870025635,-0.32415506958250506
2.053853268874319,-0.32415506958250506
2.055393640618575,-0.32415506958250506
2.0569340123628312,-0.32415506958250506
2.0584744112115154,-0.32415506958250506
2.0600147829557716,-0.32415506958250506
2.061555181804456,-0.32415506958250506
2.0630955535487123,-0.32415506958250506
2.0646359523973965,-0.32415506958250506
2.066176324141653,-0.32415506958250506
2.0677166958859092,-0.32415506958250506
2.0692570947345934,-0.32415506958250506
2.0705639076232907,-0.32359496736621296
2.0716531261644864,-0.3225130471747154
2.072742317601254,-0.32143112698321796
2.0738315361424493,-0.3203492067917204
2.074920754683645,-0.31926728660022297
2.0760099732248407,-0.3181853664087254
2.0770991917660364,-0.31710344621722797
2.0781884103072317,-0.3160215260257304
2.079277628848427,-0.3149396058342329
2.0803668473896226,-0.3138576856427354
2.0814560388263903,-0.3127757654512379
2.0825452573675856,-0.3116938452597404
2.0836344759087813,-0.3106119250682429
2.0847236944499765,-0.3095300048767454
2.085812912991172,-0.3084481385308753
2.086902131532368,-0.30736621833937783
2.087991350073563,-0.30628429814788033
2.089080568614759,-0.30520237795638283
2.0901697600515265,-0.30412045776488533
2.091258978592722,-0.30303853757338783
2.0923481971339175,-0.30195661738189034
2.0934374156751128,-0.30087469719039284
2.0945266342163085,-0.29979277699889534
2.0956158527575037,-0.2987108568073979
2.0967050712987,-0.29762893661590034
2.097794289839895,-0.29654701642440284
2.0990750553733424,-0.29592445328031813
2.1006154271175985,-0.29592445328031813
2.102155798861855,-0.29592445328031813
2.103696197710539,-0.29592445328031813
2.1052365694547954,-0.29592445328031813
2.106410651959871,-0.29504601571479333
2.1074998705010666,-0.29396409552329583
2.108589089042262,-0.29288222917742573
2.1096783075834575,-0.29180030898592824
2.110767526124653,-0.29071838879443074
2.1118567446658485,-0.28963646860293324
2.1130761728788676,-0.28886679920477143
2.1146165446231238,-0.28886679920477143
2.11615691636738,-0.28886679920477143
2.117697315216064,-0.28886679920477143
2.1192376869603207,-0.28886679920477143
2.120778072256791,-0.28886679920477143
2.122318457553261,-0.28886679920477143
2.123858842849731,-0.28886679920477143
2.1253992281462017,-0.28886679920477143
2.126939613442672,-0.28886679920477143
2.128479998739142,-0.28886679920477143
2.1300203704833987,-0.28886679920477143
2.1315607557798684,-0.28886679920477143
2.133101141076339,-0.28886679920477143
2.1346415263728087,-0.28886679920477143
2.1361819116692793,-0.28886679920477143
2.1377222969657494,-0.28886679920477143
2.139262668710006,-0.28886679920477143
2.140803054006476,-0.28886679920477143
2.1423434393029464,-0.28886679920477143
2.1438838245994165,-0.28886679920477143
2.1454242098958867,-0.28886679920477143
2.1469645951923573,-0.28886679920477143
2.148504966936613,-0.28886679920477143
2.1500453522330836,-0.28886679920477143
2.1515857375295537,-0.28886679920477143
2.153126122826024,-0.28886679920477143
2.1546665081224945,-0.28886679920477143
2.156206893418964,-0.28886679920477143
2.157747265163221,-0.28886679920477143
2.159287650459691,-0.28886679920477143
2.160828035756161,-0.28886679920477143
2.1623684210526313,-0.28886679920477143
