21.000000,243.005737
24.849504,242.277039
28.699011,241.174820
32.548515,239.946793
36.398022,238.884262
40.247528,237.885422
44.097034,236.853958
47.946541,235.882492
51.796043,235.009842
56.042259,234.629837
59.642948,234.248032
63.243637,233.555740
67.137222,232.681488
71.030807,231.617813
74.893066,230.805283
78.742569,230.057724
82.592072,229.239792
86.605133,228.552505
90.705299,227.911743
94.554802,227.133377
98.404305,226.227310
102.267998,225.429459
106.754234,224.635727
109.878456,223.059189
112.099655,220.329391
113.338303,216.687546
113.864685,212.498672
114.401573,208.234955
114.925278,204.385452
115.454414,200.535950
116.097176,196.272232
117.521172,192.298904
118.712036,189.284012
120.081985,185.137939
120.060715,180.874207
119.577202,176.610489
119.535194,172.760986
120.012001,168.911484
121.075256,165.061981
122.022507,161.212479
122.989441,157.362976
124.297829,153.513474
125.623489,150.055283
127.138252,146.228683
128.683350,142.561005
130.385818,138.960327
132.322800,135.652527
134.421402,132.344727
136.674057,129.036926
138.943298,125.616951
141.066269,122.421349
143.800949,118.820656
146.187881,115.794899
148.715057,112.718796
151.778030,109.590195
154.561432,106.835068
157.759354,103.850128
160.854538,101.193779
163.947632,98.699669
167.097763,95.815857
170.093353,93.262245
173.053055,90.985641
176.527786,88.387222
179.637985,86.150620
183.009109,83.742035
186.033966,81.505539
189.624710,79.365402
193.225388,77.491806
196.754044,75.912895
200.426773,74.731857
204.453049,73.759094
208.302551,72.703217
211.737839,71.225159
215.415314,69.560898
219.022644,68.245758
222.909592,67.174042
226.721649,66.139069
230.696762,65.673546
234.420654,66.091362
238.270157,66.488617
242.119659,66.639465
246.383377,65.790161
250.232880,65.514671
254.082382,65.622055
258.346100,65.866531
262.609802,66.044952
266.873535,66.273712
270.723053,66.872452
274.572540,67.618408
278.836273,68.598007
282.271545,69.528595
286.121063,70.669762
289.979187,71.698349
293.820068,72.777069
297.669586,73.974602
301.519073,75.231232
304.967743,76.267563
309.154205,77.860619
312.462006,79.294868
316.062683,80.858162
319.938171,82.685013
323.264069,84.193680
326.808746,85.966957
330.244019,87.908981
333.773254,89.880730
337.085571,92.094032
340.521515,94.719887
343.481995,97.438332
345.955261,100.356796
348.259216,104.019325
349.751526,107.620018
350.905426,111.312126
352.240204,115.161629
353.473511,118.714973
354.488373,122.446419
355.435150,126.710136
356.182648,130.559631
356.740723,134.409149
357.206909,138.672867
357.480438,142.662262
357.905487,146.786087
358.425079,151.049805
358.750549,154.899338
359.012421,159.163055
359.202911,163.426773
359.775146,167.276306
360.507538,171.381866
360.919373,175.389572
361.079712,179.653290
361.000000,183.917007
360.927155,188.180725
361.162872,192.444443
361.548889,196.293976
362.198029,200.557693
362.717438,204.407227
363.505981,208.670944
364.428955,212.368042
365.513824,215.968765
366.552094,219.862366
367.470825,224.048843
368.129181,227.918625
368.923370,231.768158
369.817108,235.729660
370.738708,239.467224
371.704865,243.316757
372.603668,247.410461
373.638550,251.015823
374.545929,254.904785
375.021088,259.129089
375.070984,263.392792
375.000000,267.656525
375.000000,271.920227
375.000000,276.183960
375.144928,280.447662
374.704315,284.711395
374.180786,288.476227
372.724182,292.311981
370.658722,295.456299
368.472015,298.419647
365.963531,301.679962
364.043488,305.104431
362.145142,308.708099
359.972321,312.015961
357.600800,315.323792
355.295288,318.631653
353.244568,321.939484
351.580292,325.540222
350.411896,329.199310
349.337372,333.327423
348.463928,336.928131
347.340118,340.821747
346.485168,344.715332
345.918732,348.861145
345.917206,353.124878
346.547852,357.274780
347.066528,361.381897
348.152954,364.932068
350.219025,367.475311
353.521576,369.843811
356.797272,371.856873
359.956879,374.360535
363.389557,377.462921
366.030487,380.253540
368.124054,383.430481
369.828369,387.403381
370.776306,391.005798
371.779907,394.855347
373.446503,398.704895
375.066132,402.099152
376.238525,405.677979
375.710266,409.574615
373.269714,412.537750
369.825958,413.976807
366.971222,413.105164
364.646576,410.186798
363.495697,406.392914
362.842438,402.134430
362.427887,398.284882
361.279449,394.307831
359.247040,391.000000
