321.000000,187.632126
318.185028,185.159042
315.370087,183.502457
312.370819,182.285126
309.218292,181.083206
306.065765,179.641983
303.231537,178.041077
300.589111,176.399734
297.850800,174.567993
294.698273,172.679688
291.959961,171.475693
288.807434,170.266327
285.654877,169.007172
282.502350,167.832535
279.540253,166.734512
276.432404,165.580200
273.044769,164.683548
269.892242,164.306671
266.325470,163.958527
262.758728,163.572876
259.606201,163.433197
256.039459,162.861313
252.627151,162.165237
249.734390,161.632721
246.167648,160.959930
242.600906,160.912415
239.034149,161.179062
235.881622,161.752594
232.314880,162.584991
229.576553,163.340576
226.009811,164.286911
222.899078,165.252747
219.704758,166.252228
216.683365,167.362137
213.575516,168.163193
210.247162,169.157318
207.066910,170.331863
204.251938,171.595062
201.203766,172.925842
197.998199,173.739426
194.007278,173.900253
191.274704,174.612686
190.482407,176.310669
190.936523,178.441956
192.236145,181.643433
193.725647,184.863953
194.891724,188.304550
195.840485,191.169022
196.658173,194.321548
197.039886,197.888290
196.626587,201.321762
196.058975,204.607574
195.368637,207.830368
194.869370,211.326859
194.463623,214.585510
193.450851,218.163071
191.835876,220.452209
189.503143,222.301163
186.530014,224.180862
183.713058,226.032913
181.195862,228.121414
178.845123,230.323868
176.165985,232.988495
173.915909,235.307175
171.594620,237.709686
169.409119,240.834763
168.535690,243.704300
168.539169,246.519272
168.917755,249.058456
169.839752,252.625198
170.188339,256.191956
169.563141,259.758698
169.227066,262.911224
169.585785,266.477966
170.578262,269.445831
172.327621,272.260803
174.009735,275.107147
175.051666,277.890717
175.485931,281.291473
175.245850,284.564728
174.838348,288.131470
175.637253,291.698242
176.733749,294.601593
177.771500,297.416534
178.909042,300.741608
179.469315,304.308350
179.618744,307.460876
180.413727,311.027649
181.310669,314.180176
182.079483,316.942352
182.956680,320.485229
183.458954,323.743866
184.649887,327.204498
186.358627,329.959564
188.005829,332.481628
189.724747,335.419464
191.101151,338.571991
191.762878,341.805206
192.552856,344.913055
193.653961,348.313812
194.554672,351.182129
195.389557,354.529510
196.176285,357.901398
196.706558,361.053925
197.186050,364.145996
197.556000,366.960938
198.263947,370.511536
199.247971,373.664062
200.318298,376.577423
201.145111,379.758209
202.049438,383.115173
203.381348,386.198303
205.033249,388.716003
207.034409,391.253662
209.299713,393.857697
211.292358,396.576843
213.285416,399.268677
215.354980,401.790741
217.690887,404.605713
219.830475,407.127777
222.212875,409.942749
224.543503,412.464813
226.937180,415.067291
229.440842,417.562958
232.031021,419.958618
234.553085,422.188568
237.368042,424.506805
240.183014,426.568878
242.705078,428.271729
245.735443,430.302277
248.473770,432.062988
251.212082,433.700226
254.257812,435.500031
257.102905,437.134125
259.887756,438.584045
262.993774,440.061371
266.103455,441.520264
268.918427,442.851013
272.026276,444.120453
275.134125,445.303497
278.342224,446.308289
281.494751,447.169495
284.647278,448.203674
287.799805,449.364868
290.673431,450.485626
293.781311,451.736572
296.843292,452.829834
299.997070,453.594360
303.562592,454.003235
307.129333,454.078186
310.696075,454.000000
314.262848,453.920013
317.829590,453.852509
321.396332,454.552948
324.548889,455.570770
327.203125,456.492401
330.025635,457.157349
333.592377,457.016876
336.744965,456.088989
339.897522,455.080841
343.050079,454.021301
346.202637,453.188629
349.544037,452.498901
352.921936,451.972412
356.074524,451.309143
359.453461,450.287628
362.379639,449.161407
365.532196,447.894104
368.907135,446.813934
372.167847,445.958527
374.368622,444.637390
375.329834,442.873383
375.548523,440.297455
375.745911,436.794617
376.720917,433.575623
378.163483,430.760620
379.289337,427.860992
380.423431,424.451385
381.970673,421.554047
383.852081,419.366058
386.305237,416.933563
388.190796,414.405121
388.672272,411.651215
387.188171,409.644897
384.007843,408.779266
380.125366,408.648895
376.505524,408.861725
373.156708,409.969849
371.131470,411.803070
369.631683,414.235260
368.072479,417.910522
366.486542,420.772247
364.335632,422.943512
361.222076,423.870544
358.819031,422.809631
357.051056,420.280090
355.889832,416.802368
355.479736,413.654572
355.491638,409.961792
355.866943,407.283173
