t,x_fit,y_fit,z_fit,x_target,y_target,z_target
0.0620310155,-0.0598859588,-0.1501729052,0.1547345660,-0.3423693954,-0.4772075125,1.9024522788
0.0625312656,-0.0603210928,-0.1503065704,0.1559767406,-0.3422317023,-0.4772385422,1.9025909007
0.0630315158,-0.0607551068,-0.1504402357,0.1572187784,-0.3420940092,-0.4772695718,1.9027295227
0.0635317659,-0.0611879932,-0.1505739009,0.1584606784,-0.3419563161,-0.4773006015,1.9028681446
0.0640320160,-0.0616197442,-0.1507075662,0.1597024395,-0.3418186230,-0.4773316311,1.9030067665
0.0645322661,-0.0620503523,-0.1508412314,0.1609440605,-0.3416809299,-0.4773626608,1.9031453885
0.0650325163,-0.0624798099,-0.1509748967,0.1621855405,-0.3415432368,-0.4773936904,1.9032840104
0.0655327664,-0.0629081094,-0.1511085619,0.1634268782,-0.3414055437,-0.4774247200,1.9034226324
0.0660330165,-0.0633352433,-0.1512422272,0.1646680728,-0.3412678506,-0.4774557496,1.9035612543
0.0665332666,-0.0637612040,-0.1513758924,0.1659091229,-0.3411301575,-0.4774867792,1.9036998763
0.0670335168,-0.0641859841,-0.1515095577,0.1671500277,-0.3409924644,-0.4775178088,1.9038384982
0.0675337669,-0.0646095761,-0.1516432229,0.1683907859,-0.3408547713,-0.4775488384,1.9039771201
0.0680340170,-0.0650319727,-0.1517768881,0.1696313965,-0.3407170782,-0.4775798680,1.9041157421
0.0685342671,-0.0654531664,-0.1519105534,0.1708718585,-0.3405793851,-0.4776108975,1.9042543640
0.0690345173,-0.0658731500,-0.1520442186,0.1721121707,-0.3404416920,-0.4776419271,1.9043929860
0.0695347674,-0.0662919160,-0.1521778839,0.1733523320,-0.3403039989,-0.4776729566,1.9045316079
0.0700350175,-0.0667094572,-0.1523115491,0.1745923414,-0.3401663058,-0.4777039861,1.9046702299
0.0705352676,-0.0671257664,-0.1524452144,0.1758321979,-0.3400286127,-0.4777350157,1.9048088518
0.0710355178,-0.0675408363,-0.1525788796,0.1770719002,-0.3398909196,-0.4777660452,1.9049474737
0.0715357679,-0.0679546597,-0.1527125449,0.1783114474,-0.3397532265,-0.4777970746,1.9050860957
0.0720360180,-0.0683672296,-0.1528462101,0.1795508383,-0.3396155334,-0.4778281041,1.9052247176
0.0725362681,-0.0687785387,-0.1529798754,0.1807900719,-0.3394778403,-0.4778591336,1.9053633396
0.0730365183,-0.0691885799,-0.1531135406,0.1820291470,-0.3393401472,-0.4778901630,1.9055019615
0.0735367684,-0.0695973463,-0.1532472059,0.1832680627,-0.3392024541,-0.4779211924,1.9056405834
0.0740370185,-0.0700048308,-0.1533808711,0.1845068178,-0.3390647610,-0.4779522218,1.9057792054
0.0745372686,-0.0704110263,-0.1535145364,0.1857454113,-0.3389270679,-0.4779832512,1.9059178273
0.0750375188,-0.0708159261,-0.1536482016,0.1869838420,-0.3387893749,-0.4780142806,1.9060564493
0.0755377689,-0.0712195230,-0.1537818669,0.1882221089,-0.3386516822,-0.4780453099,1.9061950712
0.0760380190,-0.0716218103,-0.1539155321,0.1894602110,-0.3385139897,-0.4780763393,1.9063336932
0.0765382691,-0.0720227811,-0.1540491973,0.1906981470,-0.3383762971,-0.4781073686,1.9064723151
0.0770385193,-0.0724224286,-0.1541828626,0.1919359161,-0.3382386043,-0.4781383979,1.9066109370
0.0775387694,-0.0728207459,-0.1543165278,0.1931735170,-0.3381009112,-0.4781694272,1.9067495590
0.0780390195,-0.0732177264,-0.1544501931,0.1944109486,-0.3379632176,-0.4782004565,1.9068881809
0.0785392696,-0.0736133633,-0.1545838583,0.1956482101,-0.3378255233,-0.4782314857,1.9070268029
0.0790395198,-0.0740076500,-0.1547175236,0.1968853001,-0.3376878281,-0.4782625149,1.9071654248
0.0795397699,-0.0744005798,-0.1548511888,0.1981222177,-0.3375501318,-0.4782935441,1.9073040468
0.0800400200,-0.0747921460,-0.1549848541,0.1993589618,-0.3374124349,-0.4783245733,1.9074426687
0.0805402701,-0.0751823422,-0.1551185193,0.2005955314,-0.3372747376,-0.4783556024,1.9075812906
0.0810405203,-0.0755711618,-0.1552521846,0.2018319252,-0.3371370402,-0.4783866315,1.9077199126
0.0815407704,-0.0759585983,-0.1553858498,0.2030681423,-0.3369993432,-0.4784176606,1.9078585345
0.0820410205,-0.0763446452,-0.1555195151,0.2043041816,-0.3368616468,-0.4784486897,1.9079971565
0.0825412706,-0.0767292962,-0.1556531803,0.2055400421,-0.3367239514,-0.4784797187,1.9081357784
0.0830415208,-0.0771125447,-0.1557868456,0.2067757225,-0.3365862570,-0.4785107477,1.9082744004
0.0835417709,-0.0774943845,-0.1559205108,0.2080112219,-0.3364485633,-0.4785417767,1.9084130223
0.0840420210,-0.0778748093,-0.1560541761,0.2092465392,-0.3363108701,-0.4785728057,1.9085516442
0.0845422711,-0.0782538127,-0.1561878413,0.2104816733,-0.3361731773,-0.4786038346,1.9086902662
0.0850425213,-0.0786313885,-0.1563215066,0.2117166231,-0.3360354847,-0.4786348636,1.9088288881
0.0855427714,-0.0790075306,-0.1564551718,0.2129513876,-0.3358977922,-0.4786658925,1.9089675101
0.0860430215,-0.0793822328,-0.1565888370,0.2141859657,-0.3357600995,-0.4786969214,1.9091061320
0.0865432716,-0.0797554888,-0.1567225023,0.2154203563,-0.3356224066,-0.4787279503,1.9092447540
0.0870435218,-0.0801272927,-0.1568561675,0.2166545583,-0.3354847135,-0.4787589792,1.9093833759
0.0875437719,-0.0804976384,-0.1569898328,0.2178885707,-0.3353470204,-0.4787900080,1.9095219978
0.0880440220,-0.0808665199,-0.1571234980,0.2191223925,-0.3352093273,-0.4788210369,1.9096606198
0.0885442721,-0.0812339311,-0.1572571633,0.2203560224,-0.3350716342,-0.4788520657,1.9097992417
0.0890445223,-0.0815998662,-0.1573908285,0.2215894595,-0.3349339411,-0.4788830945,1.9099378637
0.0895447724,-0.0819643193,-0.1575244938,0.2228227027,-0.3347962480,-0.4789141233,1.9100764856
0.0900450225,-0.0823272845,-0.1576581590,0.2240557508,-0.3346585549,-0.4789451521,1.9102151076
0.0905452726,-0.0826887559,-0.1577918243,0.2252886030,-0.3345208618,-0.4789761809,1.9103537295
0.0910455228,-0.0830487279,-0.1579254895,0.2265212580,-0.3343831687,-0.4790072097,1.9104923514
0.0915457729,-0.0834071946,-0.1580591548,0.2277537147,-0.3342454756,-0.4790382385,1.9106309734
0.0920460230,-0.0837641504,-0.1581928200,0.2289859723,-0.3341077824,-0.4790692673,1.9107695953
0.0925462731,-0.0841195895,-0.1583264853,0.2302180295,-0.3339700893,-0.4791002960,1.9109082173
0.0930465233,-0.0844735065,-0.1584601505,0.2314498852,-0.3338323962,-0.4791313248,1.9110468392
0.0935467734,-0.0848258956,-0.1585938158,0.2326815385,-0.3336947031,-0.4791623535,1.9111854612
0.0940470235,-0.0851767514,-0.1587274810,0.2339129883,-0.3335570100,-0.4791933823,1.9113240831
0.0945472736,-0.0855260683,-0.1588611462,0.2351442334,-0.3334193169,-0.4792244110,1.9114627050
0.0950475238,-0.0858738409,-0.1589948115,0.2363752729,-0.3332816231,-0.4792554398,1.9116013270
0.0955477739,-0.0862200637,-0.1591284767,0.2376061056,-0.3331439290,-0.4792864685,1.9117399489
0.0960480240,-0.0865647315,-0.1592621420,0.2388367305,-0.3330062348,-0.4793174973,1.9118785709
0.0965482741,-0.0869078387,-0.1593958072,0.2400671465,-0.3328685408,-0.4793485260,1.9120171928
0.0970485243,-0.0872493802,-0.1595294725,0.2412973526,-0.3327308475,-0.4793795548,1.9121558147
0.0975487744,-0.0875893507,-0.1596631377,0.2425273476,-0.3325931551,-0.4794105835,1.9122944367
